Frase amb a,Frase sense a ,Tipus SN,Prediccions a,Prediccions sense a,Model,Mitjana amb a,Mitjana sense a,Desviació estàndard amb a,Desviació estàndard sense a,Mitjana a tipus SN,Mitjana sense a tipus SN
Les reporteres desitgen a una model que respongui totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respongui totes les preguntes per a l'entrevista,SN inespecífic indefinit,-1.3624827861785889,-1.4224573373794556,Twitter/twhin-bert-large,,,,,-1.5666396220525105,-1.6540981862280104
Els policies busquen a la Carme per detenir-la d'immediat,Els policies busquen la Carme per detenir-la d'immediat,SN específic nom propi,-8.30065255286172e-05,-0.00013335900439415127,facebook/xlm-v-base,-0.016402269045127267,-0.041021632284784774,0.04405745516324191,0.14384438488798978,-0.044941855277607426,-0.13848508418838415
Els policies busquen a la delinqüent que està en forma per detenir-la d'immediat,Els policies busquen la delinqüent que està en forma per detenir-la d'immediat,SN específic definit,-0.0002213775151176378,-0.00036060941056348383,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els policies busquen a una delinqüent que està en forma per detenir-la d'immediat,Els policies busquen una delinqüent que està en forma per detenir-la d'immediat,SN específic indefinit,-0.00024029359337873757,-0.00025357946287840605,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els policies busquen a una delinqüent que estigui en forma per detenir-la d'immediat,Els policies busquen una delinqüent que estigui en forma per detenir-la d'immediat,SN inespecífic indefinit,-0.00011435713531682268,-0.00012687883281614631,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les amigues busquen a la Bruna per jugar el partit,Les amigues busquen la Bruna per jugar el partit,SN específic nom propi,-0.001989166485145688,-0.002493072533980012,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les amigues busquen a la nena que juga a bàsquet per jugar el partit,Les amigues busquen la nena que juga a bàsquet per jugar el partit,SN específic definit,-0.0008394758333452046,-0.0010982770472764969,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les amigues busquen a una nena que juga a bàsquet per jugar el partit,Les amigues busquen una nena que juga a bàsquet per jugar el partit,SN específic indefinit,-0.0018482300220057368,-0.002396584954112768,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les amigues busquen a una nena que jugui a bàsquet per jugar el partit,Les amigues busquen una nena que jugui a bàsquet per jugar el partit,SN inespecífic indefinit,-0.0017203716561198235,-0.0020715524442493916,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els propietaris busquen a la Carla per parlar del lloguer,Els propietaris busquen la Carla per parlar del lloguer,SN específic nom propi,-0.0002684765786398202,-0.0005133848171681166,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els propietaris busquen a la inquilina que viu en aquest pis per parlar del lloguer,Els propietaris busquen la inquilina que viu en aquest pis per parlar del lloguer,SN específic definit,-1.3363671314436942e-05,-1.1114108929177746e-05,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els propietaris busquen a una inquilina que viu en aquest pis per parlar del lloguer,Els propietaris busquen una inquilina que viu en aquest pis per parlar del lloguer,SN específic indefinit,-1.6072506696218625e-05,-1.1233422810619231e-05,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els propietaris busquen a una inquilina que visqui en aquest pis per parlar del lloguer,Els propietaris busquen una inquilina que visqui en aquest pis per parlar del lloguer,SN inespecífic indefinit,-1.504481588199269e-05,-1.2337724001554307e-05,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les detectius busquen a la Victòria per investigar-la,Les detectius busquen la Victòria per investigar-la,SN específic nom propi,-0.001618270529434085,-0.0024875570088624954,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les detectius busquen a la noia que és morena per investigar-la,Les detectius busquen la noia que és morena per investigar-la,SN específic definit,-0.00038032111478969455,-0.0009381600539200008,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les detectius busquen a una noia que és morena per investigar-la,Les detectius busquen una noia que és morena per investigar-la,SN específic indefinit,-0.0010021646739915013,-0.0044637112878263,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les detectius busquen a una noia que sigui morena per investigar-la,Les detectius busquen una noia que sigui morena per investigar-la,SN inespecífic indefinit,-0.00012915057595819235,-0.0006300067179836333,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les treballadores necessiten a la Patricia per parlar amb un client de Bilbao,Les treballadores necessiten la Patricia per parlar amb un client de Bilbao,SN específic nom propi,-0.0012496892595663667,-0.0020394916646182537,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les treballadores necessiten a la traductora que sap basc per parlar amb un client de Bilbao,Les treballadores necessiten la traductora que sap basc per parlar amb un client de Bilbao,SN específic definit,-0.001054242835380137,-0.001050506834872067,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les treballadores necessiten a una traductora que sap basc per parlar amb un client de Bilbao,Les treballadores necessiten una traductora que sap basc per parlar amb un client de Bilbao,SN específic indefinit,-0.0011996367247775197,-0.0015417858958244324,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les treballadores necessiten a una traductora que sàpiga basc per parlar amb un client de Bilbao,Les treballadores necessiten una traductora que sàpiga basc per parlar amb un client de Bilbao,SN inespecífic indefinit,-0.0011474238708615303,-0.0013776392443105578,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els demandats necessiten a la Susanna per defensar-se,Els demandats necessiten la Susanna per defensar-se,SN específic nom propi,-0.0024276776239275932,-0.005406735930591822,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els demandats necessiten a l'advocada que té un bufet per defensar-se,Els demandats necessiten l'advocada que té un bufet per defensar-se,SN específic definit,-0.007467593997716904,-0.006824609357863665,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els demandats necessiten a una advocada que té un bufet per defensar-se,Els demandats necessiten una advocada que té un bufet per defensar-se,SN específic indefinit,-0.010424809530377388,-0.008828801102936268,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els demandats necessiten a una advocada que tingui un bufet per defensar-se,Els demandats necessiten una advocada que tingui un bufet per defensar-se,SN inespecífic indefinit,-0.009738964028656483,-0.009595946408808231,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les universitàries necessiten a la Noemí per resoldre uns dubtes,Les universitàries necessiten la Noemí per resoldre uns dubtes,SN específic nom propi,-0.1302770972251892,-0.17705358564853668,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les universitàries necessiten a la becaria que ensenya alemany per resoldre uns dubtes,Les universitàries necessiten la becaria que ensenya alemany per resoldre uns dubtes,SN específic definit,-0.02567467838525772,-0.04937378689646721,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les universitàries necessiten a una becaria que ensenya alemany per resoldre uns dubtes,Les universitàries necessiten una becaria que ensenya alemany per resoldre uns dubtes,SN específic indefinit,-0.04760321229696274,-0.09641310572624207,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les universitàries necessiten a una becaria que ensenyi alemany per resoldre uns dubtes,Les universitàries necessiten una becaria que ensenyi alemany per resoldre uns dubtes,SN inespecífic indefinit,-0.04512351378798485,-0.04076771438121796,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els avis necessiten a la Mercè per dutxar-se,Els avis necessiten la Mercè per dutxar-se,SN específic nom propi,-6.991832924541086e-05,-0.0004622155975084752,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els avis necessiten a la assistenta que és infermera per dutxar-se,Els avis necessiten la assistenta que és infermera per dutxar-se,SN específic definit,-8.961513231042773e-05,-0.00015757740766275674,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els avis necessiten a una assistenta que és infermera per dutxar-se,Els avis necessiten una assistenta que és infermera per dutxar-se,SN específic indefinit,-6.963148189242929e-05,-0.00010555420885793865,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els avis necessiten a una assistenta que sigui infermera per dutxar-se,Els avis necessiten una assistenta que sigui infermera per dutxar-se,SN inespecífic indefinit,-2.9931885364931077e-05,-3.6272340366849676e-05,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els pacients reclamen a la Pilar perquè es troben molt malament,Els pacients reclamen la Pilar perquè es troben molt malament,SN específic nom propi,-0.005743818823248148,-0.023674743250012398,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els pacients reclamen a la doctora que és especialista perquè es troben molt malament,Els pacients reclamen la doctora que és especialista perquè es troben molt malament,SN específic definit,-0.0003656840417534113,-0.0002325452514924109,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els pacients reclamen a una doctora que és especialista perquè es troben molt malament,Els pacients reclamen una doctora que és especialista perquè es troben molt malament,SN específic indefinit,-0.0031874352134764194,-0.0012784074060618877,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els pacients reclamen a una doctora que sigui especialista perquè es troben molt malament,Els pacients reclamen una doctora que sigui especialista perquè es troben molt malament,SN inespecífic indefinit,-0.0007612835615873337,-0.0002634057600516826,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les investigadores reclamen a la Dolors per supervisar el projecte,Les investigadores reclamen la Dolors per supervisar el projecte,SN específic nom propi,-0.1259480118751526,-0.5466119647026062,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les investigadores reclamen a la científica que parla japonès per supervisar el projecte,Les investigadores reclamen la científica que parla japonès per supervisar el projecte,SN específic definit,-0.0001998940424527973,-0.001277228002436459,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les investigadores reclamen a una científica que parla japonès per supervisar el projecte,Les investigadores reclamen una científica que parla japonès per supervisar el projecte,SN específic indefinit,-0.0003220113867428154,-0.0012847440084442496,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les investigadores reclamen a una científica que parli japonès per supervisar el projecte,Les investigadores reclamen una científica que parli japonès per supervisar el projecte,SN inespecífic indefinit,-0.002027281792834401,-0.0032876566983759403,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els jornalers reclamen a l'Èrica per a la reunió,Els jornalers reclamen l'Èrica per a la reunió,SN específic nom propi,-0.0032789602410048246,-0.0012090492527931929,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els jornalers reclamen a la superior que defensa els seus drets per a la reunió,Els jornalers reclamen la superior que defensa els seus drets per a la reunió,SN específic definit,-0.010809006169438362,-0.05714932829141617,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els jornalers reclamen a una superior que defensa els seus drets per a la reunió,Els jornalers reclamen una superior que defensa els seus drets per a la reunió,SN específic indefinit,-0.01021408662199974,-0.022226357832551003,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els jornalers reclamen a una superior que defensi els seus drets per a la reunió,Els jornalers reclamen una superior que defensi els seus drets per a la reunió,SN inespecífic indefinit,-0.006301051937043667,-0.009215695783495903,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les periodistes reclamen a la Iolanda per pujar l'audiència,Les periodistes reclamen la Iolanda per pujar l'audiència,SN específic nom propi,-0.1237170621752739,-0.47187507152557373,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les periodistes reclamen la bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a la bloguera que té molts seguidors per pujar l'audiència,SN específic definit,-0.00013529456919059157,-0.00013136483903508633,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les periodistes reclamen una bloguera que té molts seguidors per pujar l'audiència,Les periodistes reclamen a una bloguera que té molts seguidors per pujar l'audiència,SN específic indefinit,-0.00023047567810863256,-0.00021753211331088096,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les periodistes reclamen a una bloguera que tingui molts seguidors per pujar l'audiència,Les periodistes reclamen una bloguera que tingui molts seguidors per pujar l'audiència,SN inespecífic indefinit,-0.00020524485444184393,-0.00019412134133744985,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les venedores exigeixen a la Mònica per a la negociació,Les venedores exigeixen la Mònica per a la negociació,SN específic nom propi,-0.006782663054764271,-0.16453152894973755,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les venedores exigeixen a l'empresària que és comprensiva per a la negociació,Les venedores exigeixen l'empresària que és comprensiva per a la negociació,SN específic definit,-0.00033315911423414946,-0.00044837078894488513,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les venedores exigeixen a una empresària que és comprensiva per a la negociació,Les venedores exigeixen una empresària que és comprensiva per a la negociació,SN específic indefinit,-0.0012371329357847571,-0.0007792223477736115,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les venedores exigeixen a una empresària que sigui comprensiva per a la negociació,Les venedores exigeixen una empresària que sigui comprensiva per a la negociació,SN inespecífic indefinit,-0.000295328936772421,-0.00033820257522165775,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els guionistes exigeixen a la Natàlia per protagonitzar la pel·lícula,Els guionistes exigeixen la Natàlia per protagonitzar la pel·lícula,SN específic nom propi,-0.0002637049474287778,-0.00015514995902776718,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els guionistes exigeixen a l'actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen l'actriu que és excel·lent per protagonitzar la pel·lícula,SN específic definit,-0.003438012208789587,-0.0016147998394444585,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els guionistes exigeixen a una actriu que és excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que és excel·lent per protagonitzar la pel·lícula,SN específic indefinit,-0.004859822802245617,-0.0012277133064344525,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els guionistes exigeixen a una actriu que sigui excel·lent per protagonitzar la pel·lícula,Els guionistes exigeixen una actriu que sigui excel·lent per protagonitzar la pel·lícula,SN inespecífic indefinit,-0.0006463525933213532,-0.00010925028618657961,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les espectadores exigeixen a la Nerea per al jurat del concurs,Les espectadores exigeixen la Nerea per al jurat del concurs,SN específic nom propi,-0.2915203273296356,-0.9889548420906067,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les espectadores exigeixen a la cantant que és americana per al jurat del concurs,Les espectadores exigeixen la cantant que és americana per al jurat del concurs,SN específic definit,-0.023469481617212296,-0.018233591690659523,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les espectadores exigeixen a una cantant que és americana per al jurat del concurs,Les espectadores exigeixen una cantant que és americana per al jurat del concurs,SN específic indefinit,-0.04920586571097374,-0.04583495855331421,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les espectadores exigeixen a una cantant que sigui americana per al jurat del concurs,Les espectadores exigeixen una cantant que sigui americana per al jurat del concurs,SN inespecífic indefinit,-0.06162917613983154,-0.05725841969251633,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els malalts exigeixen a la Míriam per començar la intervenció,Els malalts exigeixen la Míriam per començar la intervenció,SN específic nom propi,-0.005588878877460957,-0.09104114025831223,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els malalts exigeixen a la traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen la traumatòloga que sap operar per començar la intervenció,SN específic definit,-0.00892435759305954,-0.0023072476033121347,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els malalts exigeixen a una traumatòloga que sap operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sap operar per començar la intervenció,SN específic indefinit,-0.011382060125470161,-0.0018022018484771252,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els malalts exigeixen a una traumatòloga que sàpiga operar per començar la intervenció,Els malalts exigeixen una traumatòloga que sàpiga operar per començar la intervenció,SN inespecífic indefinit,-0.004801333881914616,-0.0012934383703395724,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Els bandits desitgen a la Carmesina per robar tota la seva fortuna,Els bandits desitgen la Carmesina per robar tota la seva fortuna,SN específic nom propi,-0.10636887699365616,-0.013787261210381985,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Els bandits desitgen a l'aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen l'aristòcrata que té diners per robar tota la seva fortuna,SN específic definit,-0.0011562779545783997,-0.0029801458586007357,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Els bandits desitgen a una aristòcrata que té diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que té diners per robar tota la seva fortuna,SN específic indefinit,-0.007439281791448593,-0.0005321738426573575,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Els bandits desitgen a una aristòcrata que tingui diners per robar tota la seva fortuna,Els bandits desitgen una aristòcrata que tingui diners per robar tota la seva fortuna,SN inespecífic indefinit,-0.0002634072443470359,-0.00016963841335382313,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
Les reporteres desitgen a la Cristina per a l'entrevista,Les reporteres desitgen la Cristina per a l'entrevista,SN específic nom propi,-0.0017577881226316094,-0.00030136198620311916,facebook/xlm-v-base,,,,,-0.044941855277607426,-0.13848508418838415
Les reporteres desitgen a la model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen la model que respon totes les preguntes per a l'entrevista,SN específic definit,-0.0014517189702019095,-0.0005556707037612796,facebook/xlm-v-base,,,,,-0.004779086375896845,-0.008041385221481
Les reporteres desitgen a una model que respon totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respon totes les preguntes per a l'entrevista,SN específic indefinit,-0.00026016091578640044,-5.49303185835015e-05,facebook/xlm-v-base,,,,,-0.008374576889562176,-0.01051403320217206
Les reporteres desitgen a una model que respongui totes les preguntes per a l'entrevista,Les reporteres desitgen una model que respongui totes les preguntes per a l'entrevista,SN inespecífic indefinit,-0.0002948187757283449,-8.030047320062295e-05,facebook/xlm-v-base,,,,,-0.007513557637442621,-0.0070460265271018825
